Title,Season,Genre,Network,Release_Date,Critic_Score,Critics_votes,User_Score,Users_votes
Testees,1,Comedy,FX,09/10/2008,37,12,7.6,47
American Dad!,1,"Comedy,Animation",FOX,06/02/2005,41,21,7.6,148
Being Human (UK),1,"Comedy,Drama,Fantasy,Horror,Suspense",BBC,25/01/2009,79,8,7.6,75
BrainDead,1,"Comedy,Drama,Horror,Science Fiction",CBS,13/06/2016,61,37,7.6,127
Bones,6,"Comedy,Drama,Suspense,Science",FOX,23/09/2010,75,4,7.6,50
Bunheads,1,"Comedy,Drama",ABC Family,11/06/2012,74,20,7.6,44
Clipped,1,Comedy,TBS,16/06/2015,55,5,7.6,25
Cougar Town,2,Comedy,ABC,22/09/2010,75,7,7.6,58
Dead to Me,1,"Comedy,Drama",Netflix,03/05/2019,67,21,7.6,35
Dates,1,"Comedy,Drama",The CW,09/07/2015,67,6,7.6,11
About A Boy,1,Comedy,NBC,22/02/2014,67,29,7.6,69
You're the Worst,5,"Comedy,Drama",FX,09/01/2019,86,5,7.6,32
Lucky Louie,1,Comedy,HBO,11/06/2006,47,19,7.6,156
Man Seeking Woman,3,Comedy,FXX,04/01/2017,89,5,7.6,28
Mozart in the Jungle,4,"Comedy,Music",Amazon Instant Video,16/02/2018,84,5,7.6,18
Mom,2,Comedy,CBS,30/10/2014,81,4,7.6,66
One Day at a Time (2017),2,"Comedy,Drama",Netflix,26/01/2018,88,6,7.6,51
One Day at a Time (2017),1,"Comedy,Drama",Netflix,06/01/2017,79,23,7.6,99
Psych: The Movie,1,"Comedy,Drama,Movie/Mini-Series",USA,07/12/2017,66,6,7.6,21
The Mindy Project,2,Comedy,FOX,17/09/2013,55,4,7.6,52
The Ranch,1,Comedy,Netflix,01/04/2016,56,20,7.6,140
The Wedding Bells,1,"Comedy,Drama",FOX,07/03/2007,35,25,7.6,17
Vicious,1,Comedy,PBS,29/04/2013,63,14,7.6,19
United States of Tara,3,Comedy,SHOWTIME,28/03/2011,84,5,7.6,40
Undateable (2014),1,Comedy,NBC,29/05/2014,49,19,7.6,69
Unbreakable Kimmy Schmidt,4,Comedy,Netflix,30/05/2018,85,6,7.6,55
Unbreakable Kimmy Schmidt,2,Comedy,Netflix,15/04/2016,82,16,7.6,150
Everything Sucks!,1,"Comedy,Drama",Netflix,16/02/2018,62,20,7.6,96
Episodes (US),1,Comedy,SHOWTIME,09/01/2011,74,26,7.6,126
Enlightened,2,"Comedy,Drama,Health & Lifestyle",HBO,13/01/2013,95,7,7.6,105
Younger,2,Comedy,TV Land,15/01/2016,74,4,7.7,20
Younger,1,Comedy,TV Land,31/03/2015,75,20,7.7,75
Search Party (2016),1,"Comedy,Drama,Suspense",E!,21/11/2016,81,19,7.7,79
Superstore,1,Comedy,NBC,30/11/2015,58,22,7.7,65
Succession,1,"Comedy,Drama,Business",HBO,03/06/2018,70,29,7.7,70
The Detour,2,Comedy,TBS,21/02/2017,77,4,7.7,13
The Comeback,1,Comedy,HBO,05/06/2005,58,25,7.7,41
The Class,1,Comedy,CBS,18/09/2006,59,27,7.7,79
The Brink,1,"Comedy,Drama,Action & Adventure",HBO,21/06/2015,52,30,7.7,79
Baskets,1,Comedy,FX,21/01/2016,68,33,7.7,93
Barry,1,Comedy,HBO,25/03/2018,83,28,7.7,181
Ballers,2,"Comedy,Drama,Sports,Talk & Interview,Business",HBO,17/07/2016,63,4,7.7,35
Backstrom,1,"Comedy,Drama",FOX,22/01/2015,51,31,7.7,95
"Beverly Hills, 90210",1,"Comedy,Drama",FOX,04/10/1990,46,9,7.7,30
Casual,1,Comedy,HULU,07/10/2015,77,20,7.7,68
Broad City,3,"Comedy,Drama",Comedy Central,17/02/2016,87,8,7.7,95
Catastrophe,2,Comedy,Channel 4,08/04/2016,87,14,7.7,67
Difficult People,3,Comedy,HULU,08/08/2017,87,4,7.7,14
30 Rock,4,"Comedy,Drama",NBC,15/10/2009,73,17,7.7,121
Love (2016),1,Comedy,Netflix,19/02/2016,72,27,7.7,168
Master of None,1,Comedy,Netflix,06/11/2015,91,31,7.7,556
Mozart in the Jungle,3,"Comedy,Music",Amazon Instant Video,09/12/2016,84,5,7.7,39
Mind Games (2014),1,"Comedy,Drama",ABC,25/02/2014,44,19,7.7,15
My Boys,1,Comedy,TBS,28/11/2006,59,23,7.7,47
Orange is the New Black,7,"Comedy,Drama",Netflix,26/07/2019,81,12,7.7,58
Onion News Network,1,Comedy,IFC,21/01/2010,77,5,7.7,11
Portlandia,4,Comedy,IFC,27/02/2014,87,5,7.7,47
The Kominsky Method,1,Comedy,Netflix,16/11/2018,68,19,7.7,44
The Girlfriend Experience,1,"Comedy,Drama,Business",Starz,10/04/2016,78,27,7.7,77
The Middle,1,Comedy,ABC,30/09/2009,70,25,7.7,177
The Office,6,Comedy,NBC,17/09/2009,78,6,7.7,201
Veep,7,Comedy,HBO,31/03/2019,87,21,7.7,52
Workaholics,1,Comedy,Comedy Central,06/04/2011,52,7,7.7,124
Will & Grace,1,"Comedy,Health & Lifestyle",NBC,21/09/1998,75,21,7.7,33
Wilfred,2,Comedy,FX,21/06/2012,57,5,7.7,46
Future Man,1,"Comedy,Drama,Action & Adventure,Science Fiction",HULU,14/11/2017,70,20,7.7,114
Glee,1,"Comedy,Drama,Arts,Music",FOX,19/05/2009,78,19,7.7,455
Getting On (2013),3,"Comedy,Health & Lifestyle",HBO,08/11/2015,85,6,7.7,20
Getting On (2013),1,"Comedy,Health & Lifestyle",HBO,24/11/2013,73,21,7.7,42
George Lopez,1,Comedy,ABC,27/03/2002,44,26,7.7,15
Happy!,1,"Comedy,Drama,Fantasy",SyFy,06/12/2017,65,21,7.7,100
Home Improvement,1,"Comedy,Health & Lifestyle",ABC,17/09/1991,64,18,7.7,14
Zach Stone Is Gonna Be Famous,1,Comedy,MTV - Music Television,02/05/2013,66,7,7.8,27
Scream Queens (2015),1,"Comedy,Drama,Horror",FOX,22/09/2015,59,33,7.8,342
Sirens (2014),1,Comedy,USA,06/03/2014,61,19,7.8,36
Spin City,1,Comedy,ABC,17/09/1996,71,24,7.8,12
Sweet/Vicious,1,"Comedy,Drama",MTV - Music Television,15/11/2016,72,6,7.8,24
The Electric Company,1,"Comedy,Kids",PBS,19/01/2009,74,8,7.8,6
"Andy Barker, P.I.",1,"Comedy,Suspense",NBC,15/03/2007,73,24,7.8,38
Beavis and Butt-head,8,"Comedy,Animation,Action & Adventure",MTV,18/07/1997,67,16,7.8,53
Baskets,2,Comedy,FX,19/01/2017,83,8,7.8,38
Better Things,1,Comedy,FX,08/09/2016,80,31,7.8,112
Cupid,1,Comedy,ABC,31/03/2009,52,24,7.8,13
Comrade Detective,1,"Comedy,Drama",Amazon Prime,04/08/2017,67,13,7.8,36
Russian Doll,1,Comedy,Netflix,01/02/2019,88,26,7.8,341
Jane the Virgin,1,"Comedy,Drama",The CW,13/10/2014,80,23,7.8,154
Lethal Weapon (2016),1,"Comedy,Drama,Action & Adventure,Suspense",FOX,21/09/2016,56,24,7.8,129
Mad About You,1,Comedy,NBC,23/09/1992,72,18,7.8,6
Love (2016),2,Comedy,Netflix,10/03/2017,80,6,7.8,51
New Girl,1,Comedy,FOX,20/09/2011,66,25,7.8,403
Parks and Recreation,1,Comedy,NBC,06/03/2013,58,25,7.8,390
Portlandia,2,Comedy,IFC,06/01/2012,73,5,7.8,35
The Kids Are Alright,1,Comedy,ABC,16/10/2018,71,7,7.8,22
The Marvelous Mrs. Maisel,2,"Comedy,Drama",Amazon Prime,05/12/2018,85,24,7.8,106
The Rookie,1,"Comedy,Drama,Action & Adventure",ABC,16/10/2018,64,12,7.8,50
The Other Two,1,Comedy,Comedy Central,24/01/2019,79,16,7.8,30
The Night Shift,1,"Comedy,Drama,Action & Adventure",NBC,27/05/2014,45,16,7.8,52
The Tonight Show with Conan O'Brien,1,"Comedy,Talk & Interview",NBC,01/06/2009,67,12,7.8,69
Toy Story That Time Forgot,1,"Comedy,Animation,Drama,Kids",ABC,02/12/2014,81,8,7.8,28
Too Funny To Fail,1,"Comedy,Movie/Mini-Series,News/Documentary,Documentary",HULU,21/10/2017,78,5,7.8,8
Veep,1,Comedy,HBO,22/04/2013,72,30,7.8,243
Warehouse 13,2,"Comedy,Drama,Action & Adventure,Fantasy,Science Fiction",SyFy,06/07/2010,72,8,7.8,33
You're the Worst,4,"Comedy,Drama",FX,06/09/2017,84,5,7.8,33
Ill Behaviour,1,"Comedy,Drama,Suspense,Health & Lifestyle",SHOWTIME,13/11/2017,55,5,7.8,4
Full House,1,"Comedy,Drama,Kids",ABC,22/09/1987,31,7,7.8,48
Go On,1,Comedy,NBC,08/08/2012,66,26,7.8,127
Hap and Leonard,3,"Comedy,Drama",SUNDANCE,07/03/2018,79,4,7.8,13
Ground Floor,1,Comedy,TBS,14/11/2013,63,13,7.8,32
Grace and Frankie,2,Comedy,Netflix,06/05/2016,62,6,7.8,46
Good Omens,1,"Comedy,Drama,Fantasy",Prime Video,31/05/2019,66,21,7.8,65
Home Improvement,2,"Comedy,Health & Lifestyle",ABC,16/09/1992,75,5,7.8,5
American Vandal,2,Comedy,Netflix,14/09/2018,76,13,7.9,68
Bored to Death,1,"Comedy,Drama",HBO,20/09/2009,64,27,7.9,84
Camp,1,"Comedy,Drama",NBC,10/07/2013,51,21,7.9,35
Broad City,5,"Comedy,Drama",Comedy Central,24/01/2019,80,4,7.9,17
Broad City,2,"Comedy,Drama",Comedy Central,14/01/2015,89,8,7.9,114
Crazy Ex-Girlfriend,1,"Comedy,Drama,Music",The CW,12/10/2015,78,23,7.9,167
A Young Doctor's Notebook,1,"Comedy,Drama",Sky,02/10/2013,79,5,7.9,53
On Becoming a God in Central Florida,1,"Comedy,Drama",SHOWTIME,25/08/2019,76,22,7.9,19
Love Monkey,1,"Comedy,Drama,Music",CBS,17/01/2006,64,25,7.9,77
Men of a Certain Age,2,Comedy,TNT,06/12/2010,86,15,7.9,44
Maron,2,"Comedy,Talk & Interview",IFC,08/05/2014,70,6,7.9,15
Maron,1,"Comedy,Talk & Interview",IFC,03/05/2013,71,13,7.9,32
Mozart in the Jungle,2,"Comedy,Music",Amazon Instant Video,29/12/2015,71,5,7.9,36
Patriot,1,"Comedy,Drama",Amazon Prime,24/02/2017,68,16,7.9,76
The Loop,1,Comedy,FOX,15/03/2006,44,24,7.9,48
Vice Principals,1,Comedy,HBO,17/07/2016,56,31,7.9,94
Veep,6,Comedy,HBO,16/04/2017,88,15,7.9,69
United States of Tara,1,Comedy,SHOWTIME,18/01/2009,67,24,7.9,81
I'm Sorry,1,Comedy,truTV,12/07/2017,64,7,7.9,18
Eureka,4,"Comedy,Drama,Science Fiction",SyFy,09/07/2010,76,5,7.9,30
Eastbound & Down,2,"Comedy,Drama,Sports",HBO,26/09/2010,89,4,7.9,67
Final Space,1,"Comedy,Animation,Science Fiction",Adult Swim,26/02/2018,60,5,7.9,142
F is for Family,1,"Comedy,Animation",Netflix,18/12/2015,75,14,7.9,141
GLOW,1,Comedy,Netflix,23/06/2017,81,37,7.9,233
Getting On (2013),2,"Comedy,Health & Lifestyle",HBO,09/11/2014,85,6,7.9,32
Get Shorty,1,"Comedy,Drama",Epix,13/08/2017,71,19,7.9,40
Good Vibes,1,"Comedy,Animation",MTV - Music Television,27/10/2011,58,9,7.9,8
How to Make It in America,1,"Comedy,Drama",HBO,14/02/2010,59,24,7.9,58
Sons & Daughters,1,Comedy,ABC,07/03/2006,68,26,8,59
The Big Bang Theory,1,Comedy,CBS,24/09/2007,57,23,8,1346
Talking Funny,1,"Comedy,Talk & Interview,Arts",HBO,22/04/2011,75,4,8,14
The End of the F***ing World,1,"Comedy,Drama",Netflix,05/01/2018,81,12,8,405
American Vandal,1,Comedy,Netflix,15/09/2017,75,10,8,140
Aliens in America,1,Comedy,The CW,01/10/2007,77,26,8,27
Awkward,1,"Comedy,Drama",MTV,19/07/2011,74,13,8,106
Better Late Than Never,1,"Comedy,Reality",NBC,23/08/2016,47,9,8,20
Broad City,1,"Comedy,Drama",Comedy Central,22/01/2014,75,14,8,132
Downward Dog,1,Comedy,ABC,17/05/2017,71,20,8,54
After Life,1,Comedy,Netflix,08/03/2019,59,15,8,104
Kitchen Confidential,1,"Comedy,Food & Cooking",FOX,19/09/2005,64,20,8,21
iZombie,1,"Comedy,Drama,Horror",The CW,17/03/2015,74,30,8,249
Lemony Snicket's A Series of Unfortunate Events (2017),1,"Comedy,Drama,Kids",Netflix,13/01/2017,81,24,8,281
Lucifer,1,"Comedy,Drama,Fantasy,Horror,Suspense",FOX,25/01/2016,49,24,8,432
Looking,2,"Comedy,Drama",HBO,11/01/2015,77,6,8,48
Looking,1,"Comedy,Drama",HBO,19/01/2014,73,27,8,126
Mozart in the Jungle,1,"Comedy,Music",Amazon Instant Video,23/12/2014,73,20,8,94
Mixology,1,Comedy,ABC,26/02/2014,48,23,8,35
NCIS,1,"Comedy,Drama,Action & Adventure,Suspense",CBS,23/09/2003,51,23,8,122
Mystery Science Theater 3000,11,"Comedy,Science Fiction",Comedy Central,14/04/2017,74,4,8,24
Review,2,Comedy,Comedy Central,30/07/2015,83,4,8,27
The Goldbergs,1,Comedy,ABC,24/09/2013,52,26,8,146
Togetherness,2,Comedy,HBO,21/02/2016,73,12,8,21
Undeclared,1,Comedy,FOX,25/09/2001,85,24,8,16
Unbreakable Kimmy Schmidt,1,Comedy,Netflix,06/03/2015,78,29,8,301
Weeds,3,"Comedy,Drama",SHOWTIME,13/08/2007,82,12,8,69
You're the Worst,3,"Comedy,Drama",FX,31/08/2016,85,14,8,59
You're the Worst,1,"Comedy,Drama",FX,17/07/2014,65,20,8,153
Happyland,1,"Comedy,Drama,Soap",MTV - Music Television,30/09/2014,56,7,8,8
Everybody Loves Raymond,1,Comedy,CBS,13/09/1996,74,13,8,27
Fleabag,1,Comedy,Amazon Prime,16/09/2016,88,19,8,185
Gavin and Stacey,1,Comedy,BBC-3,13/05/2007,79,7,8,21
Galavant,2,"Comedy,Fantasy,Music",ABC,03/01/2016,77,4,8,37
Glee,4,"Comedy,Drama,Arts,Music",FOX,13/09/2012,73,6,8,147
Grace and Frankie,1,Comedy,Netflix,08/05/2015,58,27,8,145
Z Rock,1,Comedy,IFC,24/08/2008,57,7,8.1,15
Sex Education,1,"Comedy,Drama",Netflix,11/01/2019,79,19,8.1,246
The Comeback,2,Comedy,HBO,09/11/2014,71,24,8.1,32
Atlanta,2,Comedy,FX,01/03/2018,97,28,8.1,238
Arrested Development,4,Comedy,FOX,26/05/2013,72,21,8.1,332
Beavis and Butt-head,1,"Comedy,Animation,Action & Adventure",MTV,22/09/1992,76,5,8.1,25
Cobra Kai,1,"Comedy,Drama",YouTube,02/05/2018,72,11,8.1,250
Catastrophe,4,Comedy,Channel 4,15/03/2019,91,9,8.1,48
Catastrophe,3,Comedy,Channel 4,28/04/2017,96,7,8.1,63
Catastrophe,1,Comedy,Channel 4,19/06/2015,83,17,8.1,96
Crazy Ex-Girlfriend,2,"Comedy,Drama,Music",The CW,21/10/2016,86,8,8.1,96
Cougar Town,4,Comedy,ABC,08/01/2013,65,7,8.1,18
Desperate Housewives,3,"Comedy,Drama",ABC,24/09/2006,67,12,8.1,49
W/ Bob & David,1,Comedy,Netflix,13/11/2015,76,20,8.1,39
Key & Peele,3,Comedy,Comedy Central,11/09/2013,82,5,8.1,48
Legit,1,Comedy,FX,17/01/2013,71,19,8.1,81
Parenthood  ,1,"Comedy,Drama",NBC,02/03/2010,61,29,8.1,131
One Day at a Time (2017),3,"Comedy,Drama",Netflix,08/02/2019,82,9,8.1,32
Raising Hope,1,Comedy,FOX,21/09/2010,75,23,8.1,142
Review,3,Comedy,Comedy Central,16/03/2017,88,6,8.1,21
Review,1,Comedy,Comedy Central,06/03/2014,71,10,8.1,60
The Knights of Prosperity,1,Comedy,ABC,03/01/2007,64,28,8.1,34
The Good Place,1,"Comedy,Fantasy",NBC,19/09/2016,78,32,8.1,294
The Middleman,1,"Comedy,Fantasy",ABC Family,16/06/2008,73,8,8.1,27
The Marvelous Mrs. Maisel,1,"Comedy,Drama",Amazon Prime,16/03/2017,80,27,8.1,160
The League,1,"Comedy,Sports",FX,29/10/2009,52,21,8.1,139
The Wonder Years,1,"Comedy,Drama",ABC,31/01/1988,80,8,8.1,20
Two and a Half Men,1,Comedy,CBS,22/09/2003,67,29,8.1,335
Valentine,1,"Comedy,Drama",The CW,05/10/2008,47,13,8.1,14
Weeds,2,"Comedy,Drama",SHOWTIME,14/08/2006,78,16,8.1,165
Weeds,1,"Comedy,Drama",SHOWTIME,07/08/2005,70,29,8.1,127
Windfall,1,"Comedy,Drama",NBC,08/06/2006,44,19,8.1,56
I Survived a Japanese Game Show,1,"Comedy,Reality,Game Show",ABC,24/06/2008,28,5,8.1,9
GLOW,2,Comedy,Netflix,29/06/2018,85,20,8.1,121
Growing Up Fisher,1,Comedy,NBC,23/02/2014,54,26,8.1,34
Hot Properties,1,Comedy,ABC,07/10/2005,31,22,8.1,34
Help Me Help You,1,Comedy,ABC,26/09/2006,50,24,8.1,17
Sex and the City,1,"Comedy,Drama",HBO,06/06/1998,52,17,8.2,47
Silicon Valley,4,Comedy,HBO,23/04/2017,85,10,8.2,112
Sordid Lives: The Series,1,Comedy,Logo,23/07/2008,65,6,8.2,21
Big Little Lies,2,"Comedy,Drama",HBO,09/06/2019,82,36,8.2,83
Better Things,3,Comedy,FX,28/02/2019,94,19,8.2,53
Bones,4,"Comedy,Drama,Suspense,Science",FOX,03/09/2008,53,4,8.2,53
Casanova,1,"Comedy,Drama,Action & Adventure",BBC,13/03/2005,67,7,8.2,14
Carpoolers,1,Comedy,ABC,02/10/2007,37,23,8.2,51
Californication,2,"Comedy,Drama",SHOWTIME,28/09/2008,62,11,8.2,117
Bullet in the Face ,1,"Comedy,Action & Adventure",IFC,16/08/2012,59,4,8.2,19
Brooklyn Nine-Nine,1,Comedy,NBC,17/09/2013,70,34,8.2,440
Curb Your Enthusiasm,9,Comedy,HBO,01/10/2017,74,10,8.2,54
Dog Bites Man,1,"Comedy,News",Comedy Central,07/06/2006,54,11,8.2,40
30 Rock,1,"Comedy,Drama",NBC,11/10/2006,67,31,8.2,269
Lovespring International,1,Comedy,LIFETIME,05/06/2006,55,9,8.2,28
Louis C.K.: Oh My God,1,Comedy,HBO,13/04/2013,90,5,8.2,121
Master of None,2,Comedy,Netflix,12/05/2017,91,24,8.2,270
Maron,4,"Comedy,Talk & Interview",IFC,04/05/2016,82,6,8.2,14
Mike Judge Presents: Tales from the Tour Bus,1,"Comedy,Animation,Music",Cinemax,22/09/2017,83,5,8.2,16
Other Space,1,"Comedy,Action & Adventure,Science Fiction",Yahoo,14/04/2015,66,6,8.2,56
The Good Place,3,"Comedy,Fantasy",NBC,27/09/2018,96,5,8.2,141
The Life & Times of Tim,1,"Comedy,Animation",HBO,28/09/2008,57,13,8.2,54
Veep,2,Comedy,HBO,14/04/2013,75,10,8.2,139
Veep,3,Comedy,HBO,06/04/2014,86,10,8.2,155
What We Do in the Shadows (2019),1,"Comedy,Fantasy",FX,27/03/2019,80,30,8.2,61
Everybody Hates Chris,1,Comedy,The CW,22/09/2005,88,32,8.2,203
Eastbound & Down,3,"Comedy,Drama,Sports",HBO,19/02/2012,85,5,8.2,46
Flowers (2016),1,"Comedy,Drama",Seeso,05/05/2016,77,6,8.2,19
Greek,1,Comedy,ABC Family,09/07/2007,62,8,8.2,103
Important Things with Demetri Martin,1,Comedy,Comedy Central,11/02/2009,71,8,8.2,76
Common Law,1,"Comedy,Drama",USA,11/05/2012,54,19,8.3,24
Samantha Who?,1,Comedy,ABC,15/10/2007,59,25,8.3,32
Surviving Jack,1,Comedy,FOX,27/03/2014,65,24,8.3,61
The Drew Carey Show,1,Comedy,ABC,13/09/1995,63,14,8.3,4
Billy & Billie,1,"Comedy,Drama",Audience Network,03/03/2015,68,6,8.3,7
Big Little Lies,1,"Comedy,Drama",HBO,19/02/2017,75,42,8.3,306
Blue Mountain State,1,"Sports,Comedy,Sports",Spike TV,11/01/2010,38,4,8.3,152
Community,6,Comedy,NBC,17/03/2015,78,12,8.3,135
Desperate Housewives,5,"Comedy,Drama",ABC,28/09/2008,77,8,8.3,71
Desperate Housewives,2,"Comedy,Drama",ABC,25/09/2005,49,10,8.3,54
Dave Chappelle: Deep in the Heart of Texas,1,Comedy,Netflix,21/03/2017,68,7,8.3,45
Ugly Betty,1,"Comedy,Drama",ABC,28/09/2006,75,29,8.3,168
Last Week Tonight with John Oliver,1,"Comedy,Talk & Interview,News",HBO,27/04/2014,76,14,8.3,176
La La Land,1,"Comedy,Documentary",SHOWTIME,25/01/2010,59,8,8.3,6
Miss Guided,1,Comedy,ABC,18/03/2008,63,18,8.3,21
Orange is the New Black,2,"Comedy,Drama",Netflix,11/07/2013,89,31,8.3,516
Please Like Me,1,"Comedy,Drama",ABC - Australian Broadcasting Corporation Television,01/08/2013,75,5,8.3,54
People of Earth,1,Comedy,TBS,31/10/2016,72,20,8.3,63
The King of Queens,1,Comedy,CBS,21/09/1998,51,23,8.3,31
The Orville,1,"Comedy,Drama,Science Fiction",FOX,10/09/2017,36,21,8.3,1009
Veep,4,Comedy,HBO,29/04/2012,90,11,8.3,148
Episodes (US),4,Comedy,SHOWTIME,11/01/2015,73,4,8.3,43
Episodes (US),2,Comedy,SHOWTIME,11/05/2012,76,14,8.3,65
Fargo,3,"Comedy,Drama,Suspense",FX,19/04/2017,89,32,8.3,374
Frasier,1,Comedy,NBC,16/09/1993,80,18,8.3,81
Happy Hour,1,Comedy,FOX,07/09/2006,25,19,8.3,66
Gortimer Gibbon's Life on Normal Street,1,"Comedy,Drama,Kids",Amazon Instant Video,21/11/2014,76,5,8.3,6
Scrubs,8,Comedy,ABC,06/01/2009,79,4,8.4,113
Six Feet Under,1,"Comedy,Drama",HBO,03/06/2001,74,23,8.4,198
Shameless (US),2,"Comedy,Drama",SHOWTIME,08/01/2012,76,5,8.4,193
The Ex List,1,Comedy,CBS,03/10/2008,61,24,8.4,13
ALF,1,"Comedy,Fantasy,Science Fiction",NBC,22/09/1986,44,7,8.4,14
Archer,6,"Comedy,Animation,Action & Adventure",FX,08/01/2015,78,5,8.4,99
Black Jesus,1,Comedy,FOX,07/08/2014,73,5,8.4,17
Better Off Ted,1,Comedy,ABC,18/03/2009,66,21,8.4,74
Bob's Burgers,2,"Comedy,Animation",FOX,11/03/2012,78,4,8.4,52
Castle,1,"Comedy,Drama,Suspense",ABC,09/03/2009,54,22,8.4,402
Chuck,1,"Comedy,Action & Adventure,Science Fiction",NBC,24/09/2007,74,26,8.4,408
Dave Chappelle: The Age of Spin,1,Comedy,Netflix,21/03/2017,78,8,8.4,81
Curb Your Enthusiasm,8,Comedy,HBO,10/07/2011,86,6,8.4,100
Doctor Who,5,"Comedy,Drama,Action & Adventure,Science Fiction",BBC-1,03/04/2010,76,9,8.4,374
Jane the Virgin,2,"Comedy,Drama",The CW,12/10/2015,87,4,8.4,58
It's Always Sunny in Philadelphia,9,Comedy,FX,04/09/2013,86,4,8.4,111
Monty Python: Almost the Truth (The Lawyer's Cut),1,"Comedy,Documentary",SUNDANCE,18/10/2009,84,8,8.4,15
Monk,1,"Comedy,Drama,Suspense",USA,12/07/2002,75,21,8.4,51
Parenthood  ,4,"Comedy,Drama",NBC,11/09/2012,78,4,8.4,24
Orange is the New Black,4,"Comedy,Drama",Netflix,17/06/2016,86,19,8.4,286
Orange is the New Black,1,"Comedy,Drama",Netflix,11/07/2013,79,32,8.4,867
Ruby and the Rockits,1,Comedy,ABC Family,21/07/2009,59,8,8.4,35
Reaper,2,"Comedy,Fantasy",The CW,03/03/2009,56,8,8.4,31
The Good Place,2,"Comedy,Fantasy",NBC,20/09/2017,87,10,8.4,162
The Office,1,Comedy,NBC,24/03/2005,62,30,8.4,418
Trollhunters,1,"Comedy,Animation,Action & Adventure,Fantasy,Kids",Netflix,23/12/2016,69,7,8.4,66
Undone,1,"Comedy,Animation,Drama,Fantasy,Science Fiction",Prime Video,13/09/2019,86,17,8.4,109
What We Do in the Shadows (2019),2,"Comedy,Fantasy",FX,15/04/2020,81,9,8.4,12
You're the Worst,2,"Comedy,Drama",FX,09/09/2015,82,14,8.4,77
Entourage,1,"Comedy,Drama",HBO,18/07/2004,68,19,8.4,85
Faking It (2014),1,"Comedy,Drama",MTV - Music Television,22/04/2014,71,8,8.4,79
Futurama,10,"Comedy,Animation,Science Fiction",FOX,19/06/2013,76,7,8.4,90
Futurama,7,"Comedy,Animation,Science Fiction",FOX,24/06/2010,76,6,8.4,117
Horace and Pete,1,"Comedy,Drama",LouisCK.net,30/01/2016,78,12,8.4,150
So NoTORIous,1,Comedy,VH1,02/04/2006,63,11,8.5,53
TALKSHOW with Spike Feresten,1,"Comedy,Talk & Interview",FOX,16/09/2006,42,12,8.5,38
Archer,7,"Comedy,Animation,Action & Adventure",FX,31/03/2016,78,6,8.5,72
Better Things,4,Comedy,FX,05/03/2020,90,6,8.5,10
BoJack Horseman,1,"Comedy,Animation,Drama",Netflix,22/08/2014,59,13,8.5,641
Californication,1,"Comedy,Drama",SHOWTIME,13/08/2007,70,24,8.5,336
Curb Your Enthusiasm,1,Comedy,HBO,15/10/2000,80,20,8.5,103
Derek,1,"Comedy,Drama",Netflix,30/01/2013,64,16,8.5,89
Curb Your Enthusiasm,7,Comedy,HBO,20/09/2009,81,18,8.5,71
Doctor Who,1,"Comedy,Drama,Action & Adventure,Science Fiction",BBC-1,26/03/2005,70,9,8.5,670
Louie,5,Comedy,FX,09/04/2015,91,20,8.5,148
Louie,1,Comedy,FX,29/06/2010,69,20,8.5,362
Meadowlands,1,"Comedy,Drama,Suspense",SHOWTIME,17/06/2007,61,13,8.5,15
Married with Children,1,Comedy,FOX,06/01/2017,58,5,8.5,39
Mike Tyson Mysteries,1,"Comedy,Animation,Action & Adventure",Cartoon Network,27/10/2014,75,6,8.5,35
The Office (UK),3,Comedy,BBC-2,26/12/2003,98,19,8.5,67
The Wrong Mans,1,"Comedy,Action & Adventure",HULU,24/09/2013,79,8,8.5,35
The Thick of It (UK),1,Comedy,BBC-3,19/05/2005,90,4,8.5,48
Veep,5,Comedy,HBO,24/04/2016,88,18,8.5,128
Extras,1,Comedy,BBC-2,21/07/2005,81,24,8.5,94
Eastwick,1,"Comedy,Drama,Fantasy,Horror,Suspense",ABC,23/09/2009,49,21,8.5,81
Drop Dead Diva,1,"Comedy,Drama",LIFETIME,12/07/2009,69,12,8.5,93
Gilmore Girls,1,"Comedy,Drama",WB,05/10/2000,81,26,8.5,79
How I Met Your Mother,1,"Comedy,Drama",CBS,19/09/2005,69,25,8.5,958
Hex,1,"Comedy,Drama,Fantasy,Horror,Suspense",Sky One,17/10/2004,66,5,8.5,59
Shameless (US),1,"Comedy,Drama",SHOWTIME,09/01/2011,66,26,8.6,404
Silicon Valley,1,Comedy,HBO,06/04/2014,84,36,8.6,490
Succession,2,"Comedy,Drama,Business",HBO,11/08/2019,89,19,8.6,62
South Park,1,"Comedy,Animation,Drama,Action & Adventure",Comedy Central,13/08/1997,64,17,8.6,375
That '70s Show,1,Comedy,FOX,23/08/1998,64,18,8.6,70
Terriers,1,"Comedy,Drama",FX,08/09/2010,75,24,8.6,112
Atypical,1,"Comedy,Drama",Netflix,11/08/2017,66,20,8.6,161
Ash Vs. Evil Dead,2,"Comedy,Drama,Action & Adventure,Fantasy,Horror,Suspense",Starz,02/10/2016,82,5,8.6,106
Better Call Saul,1,"Comedy,Drama",AMC,08/02/2015,78,43,8.6,1126
Boy Meets World,1,Comedy,ABC,24/09/1993,51,15,8.6,29
Case Histories,1,"Comedy,Drama,Action & Adventure,Suspense",BBC-1,05/06/2011,60,6,8.6,5
