Title,Season,Genre,Network,Release_Date,Critic_Score,Critics_votes,User_Score,Users_votes
Being Human,1,"Drama,Action & Adventure,Fantasy,Suspense",SyFy,17/01/2011,60,15,7.8,69
Bates Motel,1,"Drama,Suspense",A&E,18/03/2013,66,34,7.8,409
Castlevania,1,"Animation,Drama,Action & Adventure,Fantasy",Netflix,07/07/2017,71,4,7.8,287
Covert Affairs,2,"Drama,Action & Adventure,Suspense",USA,07/06/2011,68,6,7.8,33
Comrade Detective,1,"Comedy,Drama",Amazon Prime,04/08/2017,67,13,7.8,36
Da Vinci's Demons,2,"Drama,Fantasy",Starz,22/03/2014,69,4,7.8,54
Dead Set,1,"Drama,Horror,Suspense",IFC,27/10/2008,77,6,7.8,34
Durham County,1,"Drama,Movie/Mini-Series",The Movie Network,07/05/2007,68,5,7.8,6
Downton Abbey,2,Drama,PBS,18/09/2011,85,26,7.8,186
Escape At Dannemora,1,"Drama,Movie/Mini-Series",SHOWTIME,18/11/2018,78,27,7.8,63
Coco Chanel,1,"Drama,Movie/Mini-Series",LIFETIME,13/09/2008,54,11,7.8,9
Breathless,1,Drama,PBS,24/08/2014,64,5,7.8,12
Life Unexpected,1,Drama,The CW,18/01/2010,69,20,7.9,39
Life (2007),1,Drama,NBC,26/09/2007,64,21,7.9,251
Love Monkey,1,"Comedy,Drama,Music",CBS,17/01/2006,64,25,7.9,77
Lost Girl,1,"Drama,Fantasy,Suspense",SyFy,12/09/2010,68,11,7.9,75
Masters of Sex,1,Drama,SHOWTIME,29/09/2013,86,32,7.9,279
Mr Inbetween,1,Drama,FX,25/09/2018,75,11,7.9,40
Nip/Tuck,5,Drama,FX,30/10/2007,79,16,7.9,34
On Becoming a God in Central Florida,1,"Comedy,Drama",SHOWTIME,25/08/2019,76,22,7.9,19
Patriot,1,"Comedy,Drama",Amazon Prime,24/02/2017,68,16,7.9,76
All American,1,"Drama,Sports",The CW,10/10/2018,63,15,7.9,22
A Young Doctor's Notebook,1,"Comedy,Drama",Sky,02/10/2013,79,5,7.9,53
Whodunnit?,1,"Drama,Reality,Action & Adventure,Suspense,Game Show",ABC,23/06/2013,43,7,7.9,78
The Crown,2,Drama,Netflix,08/12/2017,87,27,7.9,140
The Handmaid's Tale,1,"Drama,Science Fiction",HULU,26/04/2017,92,41,7.9,506
The L.A. Complex,1,Drama,The CW,10/01/2012,70,13,7.9,22
The Honorable Woman,1,"Drama,Action & Adventure,Suspense",BBC Two,03/07/2014,82,24,7.9,94
The Magicians (2016),2,"Drama,Fantasy,Horror",SyFy,25/01/2017,74,5,7.9,79
The Normal Heart,1,"Drama,Movie/Mini-Series",HBO,25/05/2014,85,33,7.9,123
The Newsroom,3,Drama,HBO,09/11/2014,63,16,7.9,75
The Philanthropist,1,"Drama,Action & Adventure",NBC,24/06/2009,60,17,7.9,55
The Path,1,Drama,HULU,30/03/2016,70,33,7.9,82
The Sinner,1,"Drama,Suspense",USA,02/08/2017,71,23,7.9,113
The Tomorrow People,1,"Drama,Science Fiction",The CW,09/10/2013,50,23,7.9,195
The State Within,1,"Drama,Action & Adventure",BBC-1,02/11/2006,68,15,7.9,11
Torchwood (UK),3,"Drama,Action & Adventure,Science Fiction",BBC-1,06/07/2009,81,12,7.9,72
Torchwood (UK),2,"Drama,Action & Adventure,Science Fiction",BBC-1,16/01/2008,80,9,7.9,58
Threshold,1,"Drama,Science Fiction",CBS,16/09/2005,64,26,7.9,58
Gossip Girl,1,Drama,The CW,19/09/2007,53,26,7.9,204
Get Shorty,1,"Comedy,Drama",Epix,13/08/2017,71,19,7.9,40
How to Make It in America,1,"Comedy,Drama",HBO,14/02/2010,59,24,7.9,58
Shark,1,"Drama,Suspense",CBS,21/09/2006,60,26,7.9,57
Sons of Anarchy,3,"Drama,Action & Adventure",FX,07/09/2010,84,10,7.9,260
Spartacus: War of the Damned,1,"Drama,Action & Adventure",Starz,25/01/2013,56,9,7.9,165
Strike Back,2,"Drama,Action & Adventure,Suspense",Sky One,05/05/2010,75,6,7.9,37
Broad City,2,"Comedy,Drama",Comedy Central,14/01/2015,89,8,7.9,114
Bates Motel,2,"Drama,Suspense",A&E,03/03/2014,67,11,7.9,150
Anne with an E,1,"Drama,Kids",Netflix,12/05/2017,79,15,7.9,75
Ashes to Ashes,1,"Drama,Science Fiction",BBC-1,07/03/2009,70,9,7.9,13
Bored to Death,1,"Comedy,Drama",HBO,20/09/2009,64,27,7.9,84
Camp,1,"Comedy,Drama",NBC,10/07/2013,51,21,7.9,35
Brotherhood,3,"Drama,Action & Adventure,Suspense",SHOWTIME,02/11/2008,75,4,7.9,7
Broad City,5,"Comedy,Drama",Comedy Central,24/01/2019,80,4,7.9,17
Cashmere Mafia,1,"Drama,Health & Lifestyle",ABC,06/01/2008,48,18,7.9,45
Crazy Ex-Girlfriend,1,"Comedy,Drama,Music",The CW,12/10/2015,78,23,7.9,167
Dallas (2012),3,"Drama,Soap",TNT,24/02/2014,56,6,7.9,19
Eastbound & Down,2,"Comedy,Drama,Sports",HBO,26/09/2010,89,4,7.9,67
Downton Abbey,6,Drama,PBS,03/01/2016,76,21,7.9,47
Eye Candy,1,"Drama,Suspense",MTV - Music Television,12/01/2015,54,5,7.9,73
Eureka,4,"Comedy,Drama,Science Fiction",SyFy,09/07/2010,76,5,7.9,30
iZombie,1,"Comedy,Drama,Horror",The CW,17/03/2015,74,30,8,249
Lemony Snicket's A Series of Unfortunate Events (2017),1,"Comedy,Drama,Kids",Netflix,13/01/2017,81,24,8,281
Lucifer,1,"Comedy,Drama,Fantasy,Horror,Suspense",FOX,25/01/2016,49,24,8,432
Looking,2,"Comedy,Drama",HBO,11/01/2015,77,6,8,48
Looking,1,"Comedy,Drama",HBO,19/01/2014,73,27,8,126
Marco Polo (2014),1,"Drama,Action & Adventure",Netflix,12/12/2014,48,21,8,498
Make It or Break It,1,"Sports,Drama,Sports",ABC Family,22/06/2009,64,6,8,20
Marvel's Luke Cage,1,"Drama,Action & Adventure,Science Fiction",Netflix,30/09/2016,79,30,8,1029
Memphis Beat,1,Drama,TNT,22/06/2010,57,18,8,98
Mr. Robot,3,"Drama,Suspense,Tech & Gaming",USA,11/10/2017,82,9,8,217
Nip/Tuck,3,Drama,FX,20/09/2005,72,6,8,13
Nip/Tuck,2,Drama,FX,22/06/2004,74,21,8,13
NCIS,1,"Comedy,Drama,Action & Adventure,Suspense",CBS,23/09/2003,51,23,8,122
Off the Map,1,Drama,ABC,12/01/2011,49,21,8,42
Nurse Jackie,6,Drama,SHOWTIME,13/04/2014,64,4,8,18
Outlander (2014),4,"Drama,Action & Adventure,Fantasy,Science Fiction",Starz,04/11/2018,71,6,8,24
Outlander (2014),2,"Drama,Action & Adventure,Fantasy,Science Fiction",Starz,09/04/2016,85,11,8,109
3 Lbs.,1,"Drama,Health & Lifestyle",CBS,14/11/2006,40,24,8,15
24,6,"Drama,Action & Adventure,Suspense",FOX,14/01/2007,79,23,8,195
Alien Nation (1989),1,"Drama,Science Fiction",FOX,18/09/1989,53,8,8,4
Against The Wall,1,Drama,LIFETIME,31/07/2011,59,10,8,8
The End of the F***ing World,1,"Comedy,Drama",Netflix,05/01/2018,81,12,8,405
The Haunting of Hill House,1,Drama,Netflix,12/10/2018,79,18,8,402
The Gates,1,"Drama,Fantasy,Suspense",ABC,20/06/2010,52,16,8,75
The Killing,4,"Drama,Suspense",AMC,01/08/2014,53,13,8,82
The Hour (UK),1,Drama,BBC-2,19/07/2011,81,17,8,59
The Missing,1,"Drama,Suspense",Starz,15/11/2014,85,21,8,130
The Practice,1,Drama,ABC,04/03/1997,74,27,8,6
The Returned,2,"Drama,Horror,Suspense",Sundance Channel,31/10/2015,82,11,8,46
The Sunset Limited,1,Drama,HBO,12/02/2011,67,15,8,36
Torchwood (UK),1,"Drama,Action & Adventure,Science Fiction",BBC-1,22/10/2006,73,13,8,111
Vikings,1,"Drama,Action & Adventure",History,03/03/2013,71,20,8,767
Weeds,3,"Comedy,Drama",SHOWTIME,13/08/2007,82,12,8,69
You're the Worst,3,"Comedy,Drama",FX,31/08/2016,85,14,8,59
You're the Worst,1,"Comedy,Drama",FX,17/07/2014,65,20,8,153
Gossip Girl,2,Drama,The CW,01/09/2008,69,7,8,74
Glee,4,"Comedy,Drama,Arts,Music",FOX,13/09/2012,73,6,8,147
Hell on Wheels,2,Drama,AMC,12/08/2012,60,9,8,66
Happyland,1,"Comedy,Drama,Soap",MTV - Music Television,30/09/2014,56,7,8,8
Human Target,1,Drama,FOX,17/01/2010,69,26,8,83
Huff,2,Drama,SHOWTIME,02/04/2006,53,10,8,18
Rubicon,1,"Drama,Suspense",AMC,13/06/2010,69,28,8,130
Ripper Street,1,Drama,BBC,30/12/2012,72,15,8,65
Sense8,1,"Drama,Science Fiction",Netflix,05/06/2015,64,24,8,874
Smallville,1,"Drama,Action & Adventure,Science Fiction",WB,16/10/2001,75,27,8,138
Star Trek: Voyager,1,"Drama,Action & Adventure,Science Fiction",UPN,16/01/1995,66,10,8,70
Altered Carbon,1,"Drama,Action & Adventure,Science Fiction",Netflix,02/02/2018,64,25,8,682
Bates Motel,3,"Drama,Suspense",A&E,09/03/2015,72,5,8,131
Awkward,1,"Comedy,Drama",MTV,19/07/2011,74,13,8,106
Broad City,1,"Comedy,Drama",Comedy Central,22/01/2014,75,14,8,132
Call Me Crazy: A Five Film,1,"Drama,Movie/Mini-Series",LIFETIME,20/04/2013,64,5,8,4
Brotherhood,1,"Drama,Action & Adventure,Suspense",SHOWTIME,09/07/2006,75,23,8,100
Dollhouse,1,"Drama,Action & Adventure,Fantasy,Suspense,Science Fiction",FOX,13/02/2009,57,28,8,414
Felicity: An American Girl Adventure,1,"Drama,Kids",WB,29/11/2005,68,8,8,13
Killing Eve,2,"Drama,Action & Adventure,Suspense",BBC America,07/04/2019,86,22,8.1,111
Lilyhammer,1,Drama,Netflix,06/02/2012,63,5,8.1,94
Lights Out,1,"Sports,Drama,Sports",FX,11/01/2011,79,25,8.1,40
Magic City,2,"Drama,Action & Adventure",Starz,14/06/2013,64,5,8.1,8
Marvel's Jessica Jones,1,"Drama,Action & Adventure",Netflix,20/11/2015,81,32,8.1,1289
Mob City,1,Drama,TNT,04/12/2013,63,34,8.1,69
Mr. Robot,2,"Drama,Suspense,Tech & Gaming",USA,13/07/2016,81,28,8.1,393
Narcos: Mexico,1,"Drama,Action & Adventure",Netflix,16/11/2018,80,7,8.1,132
One Day at a Time (2017),3,"Comedy,Drama",Netflix,08/02/2019,82,9,8.1,32
Nurse Jackie,4,Drama,SHOWTIME,08/04/2012,83,9,8.1,32
One Tree Hill,1,Drama,The CW,23/09/2003,46,27,8.1,47
Penny Dreadful,3,"Drama,Fantasy,Horror,Suspense",SHOWTIME,01/05/2016,83,9,8.1,164
Parenthood  ,1,"Comedy,Drama",NBC,02/03/2010,61,29,8.1,131
Alias,1,"Drama,Action & Adventure,Suspense",ABC,30/09/2001,76,28,8.1,93
The Crown,3,Drama,Netflix,17/11/2019,84,30,8.1,75
The Corner,1,"Drama,Movie/Mini-Series",HBO,16/04/2000,90,21,8.1,15
The Killing,1,"Drama,Suspense",AMC,03/04/2011,84,29,8.1,394
The Marvelous Mrs. Maisel,1,"Comedy,Drama",Amazon Prime,16/03/2017,80,27,8.1,160
The Originals,1,"Drama,Fantasy,Horror,Science Fiction",The CW,03/10/2013,52,16,8.1,226
The Sarah Jane Adventures,1,"Drama,Action & Adventure,Science Fiction,Kids",BBC-1,18/04/2008,65,5,8.1,21
The Wonder Years,1,"Comedy,Drama",ABC,31/01/1988,80,8,8.1,20
The Walking Dead,1,"Drama,Action & Adventure,Fantasy,Horror,Suspense,Science Fiction",AMC,31/10/2010,82,25,8.1,2739
True Blood,1,"Drama,Fantasy,Horror",HBO,07/09/2008,63,30,8.1,702
Turn: Washington's Spies,1,"Drama,Action & Adventure",AMC,06/04/2014,61,29,8.1,129
Valentine,1,"Comedy,Drama",The CW,05/10/2008,47,13,8.1,14
Weeds,2,"Comedy,Drama",SHOWTIME,14/08/2006,78,16,8.1,165
Weeds,1,"Comedy,Drama",SHOWTIME,07/08/2005,70,29,8.1,127
Windfall,1,"Comedy,Drama",NBC,08/06/2006,44,19,8.1,56
Hell on Wheels,1,Drama,AMC,06/11/2011,63,28,8.1,191
Hell on Wheels,3,Drama,AMC,10/08/2013,74,4,8.1,60
Happy Valley,2,"Drama,Suspense",BBC,04/06/2018,84,6,8.1,41
Hotel Babylon,1,Drama,BBC-1,19/01/2006,74,7,8.1,17
In The Flesh,2,"Drama,Fantasy,Horror",BBC America,05/05/2014,87,5,8.1,56
In The Flesh,1,"Drama,Fantasy,Horror",BBC America,17/03/2013,76,14,8.1,89
Quantum Leap,1,"Drama,Science Fiction",NBC,26/03/1989,61,7,8.1,14
Sex Education,1,"Comedy,Drama",Netflix,11/01/2019,79,19,8.1,246
Stargate SG-1,1,"Drama,Action & Adventure,Science Fiction",SHOWTIME,27/07/1997,48,8,8.1,120
Switched At Birth,1,Drama,ABC Family,06/06/2011,75,5,8.1,46
Survivors,1,"Drama,Science Fiction",BBC-1,23/11/2008,63,8,8.1,21
Suits,3,Drama,USA,16/07/2013,71,4,8.1,141
American Crime,2,Drama,ABC,06/01/2016,85,26,8.1,98
Bates Motel,5,"Drama,Suspense",A&E,20/02/2017,81,8,8.1,69
Arrow,1,"Drama,Action & Adventure,Fantasy",The CW,10/10/2012,73,25,8.1,1144
Burn Notice,1,"Drama,Action & Adventure,Suspense",USA,28/06/2007,69,21,8.1,235
Chasing Life,1,Drama,ABC Family,10/06/2014,59,12,8.1,16
Cobra Kai,1,"Comedy,Drama",YouTube,02/05/2018,72,11,8.1,250
Criminal Minds,1,"Drama,Action & Adventure,Suspense",CBS,22/09/2005,42,21,8.1,262
Crazy Ex-Girlfriend,2,"Comedy,Drama,Music",The CW,21/10/2016,86,8,8.1,96
Constantine (2014),1,"Drama,Action & Adventure,Horror",NBC,24/10/2014,53,25,8.1,297
Deliverance Creek,1,"Drama,Movie/Mini-Series",LIFETIME,13/09/2014,57,5,8.1,19
Dexter,3,"Drama,Suspense",SHOWTIME,28/09/2008,78,13,8.1,644
Detroit 1-8-7,1,"Drama,Action & Adventure",ABC,21/09/2010,63,23,8.1,35
Desperate Housewives,3,"Comedy,Drama",ABC,24/09/2006,67,12,8.1,49
Easy Money,1,Drama,The CW,05/10/2008,66,14,8.1,11
Endeavour,1,Drama,PBS,14/04/2013,80,7,8.1,35
Elizabeth I,1,Drama,HBO,22/04/2006,81,21,8.1,17
Face Off,1,"Drama,Reality,Science Fiction,Game Show,Arts",SyFy,26/01/2011,70,4,8.1,13
Flashpoint,1,"Drama,Action & Adventure,Suspense",CTV,11/07/2008,50,15,8.1,63
Into the Badlands,1,"Drama,Action & Adventure,Fantasy",AMC,15/11/2015,54,29,8.2,219
Law & Order: Special Victims Unit,1,"Drama,Action & Adventure,Suspense",NBC,20/09/1999,68,22,8.2,50
Medium,1,"Drama,Fantasy,Suspense",CBS,03/01/2005,58,25,8.2,13
Marvel's The Punisher,1,"Drama,Action & Adventure",Netflix,17/11/2017,55,20,8.2,788
Merlin,1,"Drama,Action & Adventure,Fantasy",BBC-1,20/09/2008,56,8,8.2,140
Olive Kitteridge,1,"Drama,Movie/Mini-Series",HBO,02/11/2014,89,34,8.2,122
Nurse Jackie,2,Drama,SHOWTIME,22/03/2010,75,16,8.2,33
Ozark,2,Drama,Netflix,31/08/2018,59,14,8.2,116
Pretty Little Liars,1,Drama,ABC Family,08/06/2010,54,14,8.2,304
8th and Ocean,1,"Drama,Reality,Health & Lifestyle,Game Show",MTV,07/03/2006,45,5,8.2,33
30 Rock,1,"Comedy,Drama",NBC,11/10/2006,67,31,8.2,269
The Fosters,1,Drama,ABC Family,03/06/2013,69,11,8.2,96
The Bridge (2013),2,"Drama,Action & Adventure,Suspense",FX,09/07/2014,67,13,8.2,31
The Exorcist (2016),1,"Drama,Horror",FOX,23/09/2016,62,28,8.2,134
The Game,1,"Sports,Drama,Sports",The CW,08/10/2006,22,14,8.2,105
The Killing,2,"Drama,Suspense",AMC,01/04/2012,68,23,8.2,138
True Blood,2,"Drama,Fantasy,Horror",HBO,14/06/2009,74,17,8.2,253
Gomorrah (2016),1,Drama,Sundance Channel,24/08/2016,76,15,8.2,84
Game of Thrones,5,"Drama,Action & Adventure,Fantasy",HBO,12/04/2015,91,29,8.2,1663
Fringe,5,"Drama,Action & Adventure,Fantasy,Suspense,Science Fiction",FOX,28/09/2012,78,5,8.2,187
Halt and Catch Fire,4,Drama,AMC,19/08/2017,92,8,8.2,81
Halt and Catch Fire,3,Drama,AMC,23/08/2016,83,12,8.2,71
Gypsy (2017),1,Drama,Netflix,30/06/2017,45,21,8.2,123
Grimm,2,"Drama,Fantasy,Horror,Suspense,Science Fiction",NBC,13/08/2012,75,4,8.2,101
Grey's Anatomy,1,Drama,ABC,27/03/2005,62,20,8.2,226
Happy Town,1,"Drama,Suspense",ABC,28/04/2010,52,27,8.2,25
Humans,1,"Drama,Science Fiction,Tech & Gaming",Channel 4,28/06/2015,73,25,8.2,161
Privileged,1,Drama,The CW,09/09/2008,58,14,8.2,19
Sex and the City,1,"Comedy,Drama",HBO,06/06/1998,52,17,8.2,47
Standoff,1,"Drama,Action & Adventure",FOX,05/09/2006,37,20,8.2,48
Strike Back,4,"Drama,Action & Adventure,Suspense",Sky One,05/05/2010,74,6,8.2,16
Stranger Things,2,"Drama,Horror,Suspense,Science Fiction",Netflix,27/10/2017,78,33,8.2,841
The Americans,6,Drama,FX,28/03/2018,92,18,8.2,154
Eyewitness,1,"Drama,Suspense",USA,16/10/2016,58,11,8.2,50
Big Shots,1,Drama,ABC,27/09/2007,33,22,8.2,90
Big Little Lies,2,"Comedy,Drama",HBO,09/06/2019,82,36,8.2,83
Boss,1,Drama,Starz,21/10/2011,78,24,8.2,109
Bosch,1,"Drama,Suspense",Amazon Instant Video,13/02/2015,71,17,8.2,109
Bones,4,"Comedy,Drama,Suspense,Science",FOX,03/09/2008,53,4,8.2,53
Bloodline,1,Drama,Netflix,20/03/2015,75,31,8.2,223
Californication,2,"Comedy,Drama",SHOWTIME,28/09/2008,62,11,8.2,117
Buffy the Vampire Slayer,1,"Drama,Action & Adventure,Fantasy,Horror,Suspense",WB,10/03/1997,80,15,8.2,298
Broadchurch,1,"Drama,Suspense",BBC America,07/08/2013,91,30,8.2,314
Casanova,1,"Comedy,Drama,Action & Adventure",BBC,13/03/2005,67,7,8.2,14
Carrier,1,"Drama,Reality",PBS,27/04/2008,74,12,8.2,18
City of Men,1,Drama,SUNDANCE,04/04/2006,87,7,8.2,19
Dark Matter,1,"Drama,Science Fiction",SyFy,12/06/2015,58,5,8.2,217
Dark,1,"Drama,Suspense",Netflix,01/12/2017,61,10,8.2,318
Damages,5,"Drama,Suspense",FX,11/07/2012,79,8,8.2,40
Deadwood: The Movie,1,"Drama,Movie/Mini-Series",HBO,31/05/2019,86,29,8.2,55
Dirty Sexy Money,2,Drama,ABC,01/10/2008,70,8,8.2,10
Eastbound & Down,3,"Comedy,Drama,Sports",HBO,19/02/2012,85,5,8.2,46
E-Ring,1,Drama,NBC,21/09/2005,39,23,8.2,116
Dynasty (2017),1,"Drama,Soap",The CW,11/10/2017,52,17,8.2,116
Fashion House (2006),1,"Drama,Suspense",My Network TV,05/09/2006,31,10,8.2,129
Flowers (2016),1,"Comedy,Drama",Seeso,05/05/2016,77,6,8.2,19
Jonathan Strange & Mr. Norrell,1,"Drama,Fantasy",BBC America,13/06/2015,73,16,8.3,54
Invasion,1,"Drama,Action & Adventure,Science Fiction",ABC,21/09/2005,72,30,8.3,237
Kingdom (2014),1,Drama,Sky Sports,08/10/2014,72,12,8.3,44
Life Support,1,"Drama,Health & Lifestyle",HBO,10/03/2007,77,9,8.3,6
Mindhunter,2,Drama,Netflix,16/08/2019,85,12,8.3,169
Narcos,3,Drama,Netflix,01/09/2017,78,9,8.3,165
Outlander (2014),1,"Drama,Action & Adventure,Fantasy,Science Fiction",Starz,09/08/2014,73,34,8.3,311
Orphan Black,1,"Drama,Science Fiction",BBC America,30/03/2013,73,20,8.3,525
Orange is the New Black,2,"Comedy,Drama",Netflix,11/07/2013,89,31,8.3,516
Penny Dreadful,1,"Drama,Fantasy,Horror,Suspense",SHOWTIME,11/05/2014,70,37,8.3,436
Ozark,1,Drama,Netflix,21/07/2017,66,29,8.3,393
Please Like Me,1,"Comedy,Drama",ABC - Australian Broadcasting Corporation Television,01/08/2013,75,5,8.3,54
12 Monkeys (2015),1,"Drama,Action & Adventure,Fantasy,Suspense,Science Fiction",SyFy,16/01/2015,57,25,8.3,237
The Challenger Disaster,1,"Drama,Movie/Mini-Series,Science,Educational",Science Channel,16/11/2013,80,10,8.3,7
The Bedford Diaries,1,"Drama,Health & Lifestyle",WB,29/03/2006,33,21,8.3,13
The Divide,1,Drama,WE - Women's Entertainment,16/07/2014,72,10,8.3,17
The Closer,4,"Drama,Suspense",TNT,14/07/2008,74,4,8.3,27
The Last Kingdom,1,"Drama,Action & Adventure",BBC America,10/10/2015,78,15,8.3,202
The Killing,3,"Drama,Suspense",AMC,02/06/2013,69,22,8.3,148
The Lying Game,1,Drama,ABC Family,15/08/2011,63,5,8.3,32
The Orville,1,"Comedy,Drama,Science Fiction",FOX,10/09/2017,36,21,8.3,1009
The Newsroom,1,Drama,HBO,24/06/2012,56,31,8.3,536
Thief,1,"Drama,Action & Adventure",FX,28/03/2006,71,25,8.3,75
UnReal,1,Drama,LIFETIME,01/06/2015,78,18,8.3,108
Ugly Betty,1,"Comedy,Drama",ABC,28/09/2006,75,29,8.3,168
White Collar,3,"Drama,Action & Adventure,Suspense",USA,07/06/2011,72,5,8.3,70
Witches of East End,1,"Drama,Fantasy,Horror",LIFETIME,06/10/2013,50,15,8.3,95
Gortimer Gibbon's Life on Normal Street,1,"Comedy,Drama,Kids",Amazon Instant Video,21/11/2014,76,5,8.3,6
Ghost Whisperer,1,"Drama,Fantasy,Suspense",CBS,23/09/2005,29,20,8.3,247
Game of Thrones,6,"Drama,Action & Adventure,Fantasy",HBO,24/04/2016,73,9,8.3,1662
Homeland,2,"Drama,Suspense",SHOWTIME,30/09/2012,96,21,8.3,742
Homeland,1,"Drama,Suspense",SHOWTIME,02/10/2011,92,28,8.3,1122
Hit and Miss,1,"Drama,Action & Adventure",Sky,22/05/2012,72,16,8.3,37
Hidden Palms,1,"Drama,Suspense",The CW,30/05/2007,45,22,8.3,29
Human Target,2,Drama,FOX,17/11/2010,71,13,8.3,22
In Treatment,3,Drama,HBO,25/10/2010,83,17,8.3,29
Quarry,1,"Drama,Action & Adventure,Suspense",Cinemax,09/09/2016,72,15,8.3,76
Pushing Daisies,1,"Drama,Fantasy",ABC,03/10/2007,86,30,8.3,256
Rescue Me,5,"Drama,Action & Adventure",FX,07/04/2009,84,14,8.3,27
Samurai Girl,1,"Drama,Action & Adventure",ABC Family,05/09/2008,62,8,8.3,19
Sense8,2,"Drama,Science Fiction",Netflix,05/05/2017,73,8,8.3,168
Side Order of Life,1,Drama,LIFETIME,15/07/2007,61,14,8.3,21
Spartacus: Blood and Sand,1,"Drama,Action & Adventure",Vertex,22/01/2010,52,22,8.3,471
Southland,5,"Drama,Action & Adventure,Suspense",NBC,13/02/2013,86,9,8.3,66
Studio 60 on the Sunset Strip,1,Drama,NBC,18/09/2006,75,33,8.3,329
Swingtown,1,Drama,CBS,05/06/2008,49,26,8.3,112
Fringe,1,"Drama,Action & Adventure,Fantasy,Suspense,Science Fiction",FOX,09/09/2008,67,25,8.3,524
Firefly,1,"Drama,Suspense,Science Fiction",FOX,20/09/2002,63,30,8.3,478
Desperate Housewives,2,"Comedy,Drama",ABC,25/09/2005,49,10,8.3,54
Billy & Billie,1,"Comedy,Drama",Audience Network,03/03/2015,68,6,8.3,7
Boston Legal,1,Drama,ABC,03/10/2004,69,22,8.3,28
Call The Midwife,1,Drama,PBS,15/01/2012,81,12,8.3,42
Common Law,1,"Comedy,Drama",USA,11/05/2012,54,19,8.3,24
Desperate Housewives,5,"Comedy,Drama",ABC,28/09/2008,77,8,8.3,71
ER,1,Drama,NBC,19/09/1994,80,21,8.3,17
Eli Stone,1,"Drama,Suspense",ABC,31/01/2008,61,24,8.3,80
Fargo,3,"Comedy,Drama,Suspense",FX,19/04/2017,89,32,8.3,374
Friday Night Lights,5,"Sports,Drama,Sports",NBC,27/10/2010,82,10,8.3,77
Friday Night Lights,2,"Sports,Drama,Sports",NBC,05/10/2007,88,13,8.3,48
Forever (2014),1,"Drama,Fantasy",ABC,22/09/2014,54,24,8.3,295
Justice (2006),1,Drama,FOX,30/08/2006,57,27,8.4,100
Jane the Virgin,2,"Comedy,Drama",The CW,12/10/2015,87,4,8.4,58
Justified,6,"Drama,Action & Adventure",FX,20/01/2015,89,11,8.4,141
Justified,5,"Drama,Action & Adventure",FX,07/01/2014,84,14,8.4,179
Legion,1,"Drama,Action & Adventure,Fantasy,Suspense,Science Fiction",FX,08/02/2017,82,40,8.4,565
Law & Order: Criminal Intent,1,"Drama,Suspense",NBC,30/09/2001,54,18,8.4,13
Law & Order,19,"Drama,Action & Adventure,Suspense",NBC,05/11/2008,76,7,8.4,12
Little Dorrit,1,Drama,BBC-1,26/10/2008,81,9,8.4,15
Life On Mars,1,"Drama,Suspense,Science Fiction",ABC,09/10/2008,73,26,8.4,101
Life is Wild,1,Drama,The CW,07/10/2007,44,19,8.4,19
Manhattan,2,"Drama,Science",WGN America,13/10/2015,80,9,8.4,35
Monk,1,"Comedy,Drama,Suspense",USA,12/07/2002,75,21,8.4,51
Mindhunter,1,Drama,Netflix,13/10/2017,79,25,8.4,424
Millennium,1,"Drama,Action & Adventure,Fantasy,Science Fiction",FOX,25/10/1996,71,4,8.4,8
Orange is the New Black,4,"Comedy,Drama",Netflix,17/06/2016,86,19,8.4,286
Orange is the New Black,1,"Comedy,Drama",Netflix,11/07/2013,79,32,8.4,867
Parenthood  ,4,"Comedy,Drama",NBC,11/09/2012,78,4,8.4,24
Power,2,Drama,Starz,06/06/2015,75,4,8.4,27
24,7,"Drama,Action & Adventure,Suspense",FOX,11/01/2009,72,21,8.4,146
The Bletchley Circle,2,Drama,PBS,06/01/2014,78,6,8.4,7
The Evidence,1,"Drama,Action & Adventure",ABC,22/03/2006,40,24,8.4,35
The Knick,1,"Drama,Science",Cinemax,08/08/2014,75,37,8.4,241
The Vampire Diaries,2,"Drama,Fantasy,Horror",The CW,09/09/2010,78,5,8.4,213
Undone,1,"Comedy,Animation,Drama,Fantasy,Science Fiction",Prime Video,13/09/2019,86,17,8.4,109
You're the Worst,2,"Comedy,Drama",FX,09/09/2015,82,14,8.4,77
Horace and Pete,1,"Comedy,Drama",LouisCK.net,30/01/2016,78,12,8.4,150
Halt and Catch Fire,1,Drama,AMC,01/06/2014,69,31,8.4,211
Happy Valley,1,"Drama,Suspense",BBC,29/04/2014,83,9,8.4,101
House of Cards (2013),4,Drama,Netflix,04/03/2016,76,17,8.4,401
In Treatment,2,Drama,HBO,05/04/2009,85,17,8.4,40
Revenge,1,Drama,ABC,21/09/2011,66,26,8.4,333
Rescue Me,3,"Drama,Action & Adventure",FX,30/05/2006,90,14,8.4,14
Runaway,1,"Drama,Suspense",The CW,25/09/2006,53,25,8.4,27
Second Chance,1,"Drama,Science Fiction",FOX,13/01/2016,47,20,8.4,120
Shameless (US),2,"Comedy,Drama",SHOWTIME,08/01/2012,76,5,8.4,193
"Sex, Love & Secrets",1,Drama,UPN,27/09/2005,41,16,8.4,23
Six Feet Under,1,"Comedy,Drama",HBO,03/06/2001,74,23,8.4,198
Strike Back,1,"Drama,Action & Adventure,Suspense",Sky One,05/05/2010,64,12,8.4,68
